Date,Season,HomeTeam,AwayTeam,Result,home_form_points,home_form_gf,home_form_ga,home_form_gd,away_form_points,away_form_gf,away_form_ga,away_form_gd,form_points_diff,form_gd_diff,home_trend,away_trend,trend_diff,home_home_ppg,home_home_gf,home_home_ga,away_away_ppg,away_away_gf,away_away_ga,home_advantage,home_days_rest,away_days_rest,rest_diff,home_season_points,home_season_gd,home_season_position,away_season_points,away_season_gd,away_season_position,position_diff,points_diff_season,h2h_home_wins,h2h_draws,h2h_away_wins,season_phase,home_goal_variance,away_goal_variance,home_streak,away_streak,streak_diff,home_home_streak,away_away_streak
2025-02-01,2425,Bayern Munich,Holstein Kiel,H,15,15,6,9,5,10,12,-2,10,11,0.0,-1.33,1.33,3.0,4.2,1.0,0.4,1.8,2.8,2.6,7,8,-1,96,84,1,24,-40,17,16,72,2,0,0,2,2.988625040349178,1.661450924608819,10,0,10,5,0
2025-02-01,2425,Bochum,Freiburg,A,5,7,12,-5,0,3,16,-13,5,8,-2.0,0.0,-2.0,2.2,2.0,1.2,0.0,0.6,4.2,2.2,7,7,0,24,-48,18,54,-20,10,-8,-30,0,0,5,2,1.1810894141829393,1.3397179469794562,-2,-4,2,0,-5
2025-02-01,2425,Heidenheim,Dortmund,A,1,5,11,-6,2,6,12,-6,-1,0,-0.67,0.67,-1.34,1.2,1.0,1.4,0.6,1.4,2.6,0.6,7,7,0,28,-32,16,52,2,11,-5,-24,0,2,2,2,1.2762128325508608,2.1367872229941196,-4,0,-4,-1,-3
2025-02-01,2425,St Pauli,Augsburg,D,12,10,1,9,15,10,2,8,-3,1,2.0,0.0,2.0,1.2,1.2,0.8,2.4,1.8,1.0,-1.2,6,7,-1,40,-8,13,50,-22,12,-1,-10,0,0,2,2,1.2859174964438118,1.1740698637250362,-2,0,-2,-1,3
2025-02-01,2425,Stuttgart,M'gladbach,A,9,10,5,5,6,9,11,-2,3,7,-2.0,2.0,-4.0,2.4,2.4,0.6,0.6,1.2,3.4,1.7999999999999998,7,7,0,64,16,4,54,2,9,5,10,4,0,1,2,1.6600480217141664,1.6799643523781453,6,0,6,3,-3
2025-02-01,2425,Union Berlin,RB Leipzig,D,6,4,10,-6,4,11,12,-1,2,-5,0.0,0.67,-0.67,1.2,0.8,1.6,0.4,1.8,3.0,0.7999999999999999,6,7,-1,38,-26,14,64,10,5,-9,-26,1,2,2,2,1.2578734671125977,2.1538365173817726,-14,0,-14,-1,0
2025-02-01,2425,Stuttgart,M'gladbach,A,9,10,5,5,6,9,11,-2,3,7,-2.0,2.0,-4.0,2.4,2.4,0.6,0.6,1.2,3.4,1.7999999999999998,7,7,0,64,16,4,54,2,9,5,10,4,0,1,2,1.6600480217141664,1.6799643523781453,6,0,6,3,-3
2025-02-02,2425,Leverkusen,Hoffenheim,H,11,11,6,5,8,10,11,-1,3,6,-1.33,0.67,-2.0,3.0,2.6,0.6,1.4,1.4,2.6,1.6,8,7,1,84,40,2,36,-24,15,13,48,5,0,0,2,2.0642218573253057,1.6721611721611722,0,0,0,5,0
2025-02-02,2425,Ein Frankfurt,Wolfsburg,D,11,12,5,7,5,13,11,2,6,5,-1.33,-1.33,0.0,2.4,2.6,1.0,1.2,1.6,1.8,1.2,7,9,-2,74,36,3,56,16,11,8,18,2,2,1,2,1.7757076895007928,1.7497158014399392,0,0,0,3,-1
2025-02-02,2425,Leverkusen,Hoffenheim,H,11,11,6,5,8,10,11,-1,3,6,-1.33,0.67,-2.0,3.0,2.6,0.6,1.4,1.4,2.6,1.6,8,7,1,84,40,2,36,-24,15,13,48,5,0,0,2,2.0642218573253057,1.6721611721611722,0,0,0,5,0
2025-02-02,2425,Ein Frankfurt,Wolfsburg,D,11,12,5,7,5,13,11,2,6,5,-1.33,-1.33,0.0,2.4,2.6,1.0,1.2,1.6,1.8,1.2,7,9,-2,74,36,3,56,16,11,8,18,2,2,1,2,1.7757076895007928,1.7497158014399392,0,0,0,3,-1
2025-02-07,2425,Bayern Munich,Werder Bremen,H,15,15,10,5,8,6,6,0,7,5,0.0,2.0,-2.0,3.0,3.8,2.0,1.0,2.0,2.4,2.0,6,7,-1,102,86,1,60,-4,8,7,42,4,0,1,2,2.9814956256075544,1.3958364748261707,12,2,10,5,0
2025-02-07,2425,Bayern Munich,Werder Bremen,H,15,15,10,5,8,6,6,0,7,5,0.0,2.0,-2.0,3.0,3.8,2.0,1.0,2.0,2.4,2.0,6,7,-1,102,86,1,60,-4,8,7,42,4,0,1,2,2.9814956256075544,1.3958364748261707,12,2,10,5,0
2025-02-08,2425,Dortmund,Stuttgart,A,8,8,8,0,3,6,8,-2,5,2,2.0,-2.0,4.0,0.6,1.8,2.2,1.8,1.0,1.0,-1.2000000000000002,7,7,0,58,4,11,64,14,5,-6,-6,0,1,4,2,2.125614497986391,1.6507131667903374,2,4,-2,0,1
2025-02-08,2425,Freiburg,Heidenheim,H,6,4,8,-4,0,4,10,-6,6,2,2.0,0.0,2.0,1.8,2.2,2.0,0.4,1.6,2.4,1.4,7,7,0,60,-18,9,28,-34,16,7,32,2,1,1,2,1.3326296389377565,1.2447241762310257,-2,-6,4,1,-2
2025-02-08,2425,Dortmund,Stuttgart,A,8,8,8,0,3,6,8,-2,5,2,2.0,-2.0,4.0,0.6,1.8,2.2,1.8,1.0,1.0,-1.2000000000000002,7,7,0,58,4,11,64,14,5,-6,-6,0,1,4,2,2.125614497986391,1.6507131667903374,2,4,-2,0,1
2025-02-08,2425,Hoffenheim,Union Berlin,A,5,9,11,-2,5,2,7,-5,0,3,-2.0,-1.33,-0.6699999999999999,0.4,1.0,1.6,0.0,0.2,2.8,0.4,6,7,-1,36,-28,15,40,-26,14,-1,-4,2,0,3,2,1.6654006388001668,1.2600820232399181,-2,0,-2,0,-5
2025-02-08,2425,M'gladbach,Ein Frankfurt,D,12,11,5,6,7,8,6,2,5,4,2.0,-1.33,3.33,1.8,2.0,0.6,1.6,1.4,1.2,0.19999999999999996,7,6,1,60,4,7,76,36,3,-4,-16,0,2,3,2,1.671788640466602,1.768164143868907,2,0,2,1,0
2025-02-08,2425,Wolfsburg,Leverkusen,D,4,8,9,-1,11,13,7,6,-7,-7,0.67,0.0,0.67,1.6,3.0,1.8,2.2,2.4,1.6,-0.6000000000000001,6,6,0,58,16,10,90,44,2,-8,-32,0,1,4,2,1.7420566587973891,2.059325093736981,0,2,-2,0,0
2025-02-08,2425,Mainz,Augsburg,D,6,5,4,1,11,8,4,4,-5,-3,0.0,-1.33,1.33,3.0,2.0,0.2,2.2,1.6,0.4,0.7999999999999998,8,7,1,62,18,6,52,-22,12,6,10,4,0,1,2,1.4402096930981805,1.1681988612692682,6,0,6,5,0
2025-02-08,2425,Mainz,Augsburg,D,6,5,4,1,11,8,4,4,-5,-3,0.0,-1.33,1.33,3.0,2.0,0.2,2.2,1.6,0.4,0.7999999999999998,8,7,1,62,18,6,52,-22,12,6,10,4,0,1,2,1.4402096930981805,1.1681988612692682,6,0,6,5,0
2025-02-08,2425,Hoffenheim,Union Berlin,A,5,9,11,-2,5,2,7,-5,0,3,-2.0,-1.33,-0.6699999999999999,0.4,1.0,1.6,0.0,0.2,2.8,0.4,6,7,-1,36,-28,15,40,-26,14,-1,-4,2,0,3,2,1.6654006388001668,1.2600820232399181,-2,0,-2,0,-5
2025-02-08,2425,Freiburg,Heidenheim,H,6,4,8,-4,0,4,10,-6,6,2,2.0,0.0,2.0,1.8,2.2,2.0,0.4,1.6,2.4,1.4,7,7,0,60,-18,9,28,-34,16,7,32,2,1,1,2,1.3326296389377565,1.2447241762310257,-2,-6,4,1,-2
2025-02-08,2425,M'gladbach,Ein Frankfurt,D,12,11,5,6,7,8,6,2,5,4,2.0,-1.33,3.33,1.8,2.0,0.6,1.6,1.4,1.2,0.19999999999999996,7,6,1,60,4,7,76,36,3,-4,-16,0,2,3,2,1.671788640466602,1.768164143868907,2,0,2,1,0
2025-02-08,2425,Wolfsburg,Leverkusen,D,4,8,9,-1,11,13,7,6,-7,-7,0.67,0.0,0.67,1.6,3.0,1.8,2.2,2.4,1.6,-0.6000000000000001,6,6,0,58,16,10,90,44,2,-8,-32,0,1,4,2,1.7420566587973891,2.059325093736981,0,2,-2,0,0
2025-02-09,2425,RB Leipzig,St Pauli,H,5,7,7,0,11,10,2,8,-6,-8,0.0,-1.33,1.33,2.2,2.8,1.8,1.8,1.0,0.4,0.40000000000000013,8,8,0,66,10,5,42,-8,14,9,24,0,2,0,2,2.1645642674581578,1.2205128205128208,0,0,0,0,1
2025-02-09,2425,Holstein Kiel,Bochum,D,2,11,15,-4,1,3,11,-8,1,4,0.0,-0.67,0.67,1.8,3.0,2.2,0.6,0.4,2.0,1.2000000000000002,8,8,0,24,-42,17,24,-50,18,1,0,0,2,0,2,1.68974358974359,1.181700129857157,-2,-4,2,1,-3
2025-02-09,2425,Holstein Kiel,Bochum,D,2,11,15,-4,1,3,11,-8,1,4,0.0,-0.67,0.67,1.8,3.0,2.2,0.6,0.4,2.0,1.2000000000000002,8,8,0,24,-42,17,24,-50,18,1,0,0,2,0,2,1.68974358974359,1.181700129857157,-2,-4,2,1,-3
2025-02-09,2425,RB Leipzig,St Pauli,H,5,7,7,0,11,10,2,8,-6,-8,0.0,-1.33,1.33,2.2,2.8,1.8,1.8,1.0,0.4,0.40000000000000013,8,8,0,66,10,5,42,-8,14,9,24,0,2,0,2,2.1645642674581578,1.2205128205128208,0,0,0,0,1
2025-02-14,2425,Augsburg,RB Leipzig,D,7,4,3,1,9,6,2,4,-2,-3,-1.33,1.33,-2.66,1.2,0.8,1.2,0.8,1.4,1.6,0.3999999999999999,6,5,1,54,-22,12,72,14,4,-8,-18,0,1,4,2,1.1701914224072778,2.150749882989764,0,2,-2,-1,0
2025-02-14,2425,Augsburg,RB Leipzig,D,7,4,3,1,9,6,2,4,-2,-3,-1.33,1.33,-2.66,1.2,0.8,1.2,0.8,1.4,1.6,0.3999999999999999,6,5,1,54,-22,12,72,14,4,-8,-18,0,1,4,2,1.1701914224072778,2.150749882989764,0,2,-2,-1,0
2025-02-15,2425,Bochum,Dortmund,H,2,4,9,-5,7,8,8,0,-5,-5,0.67,-0.67,1.34,1.0,1.4,1.6,1.2,1.2,2.0,-0.19999999999999996,6,7,-1,26,-50,18,58,2,11,-7,-32,0,2,3,2,1.1763791763791762,2.1212364815654587,0,0,0,-2,-1
2025-02-15,2425,Leverkusen,Bayern Munich,D,9,8,4,4,15,16,7,9,-6,-5,0.0,0.0,0.0,3.0,2.6,0.8,2.4,1.4,0.8,0.6000000000000001,7,8,-1,92,44,2,108,92,1,-1,-16,2,3,0,2,2.0681040524384713,2.9662434211430373,0,14,-14,5,3
2025-02-15,2425,Union Berlin,M'gladbach,A,8,8,3,5,11,9,4,5,-3,0,2.0,-1.33,3.33,1.6,0.8,0.8,1.2,1.4,2.6,0.40000000000000013,7,7,0,46,-18,13,62,4,8,-5,-16,2,1,2,2,1.3210006259501028,1.665148204641959,2,0,2,0,-1
2025-02-15,2425,Stuttgart,Wolfsburg,A,6,6,8,-2,5,4,4,0,1,-2,2.0,0.0,2.0,1.8,2.4,1.0,1.0,1.4,1.6,0.8,7,7,0,70,16,5,60,16,9,4,10,2,2,1,2,1.642050426324251,1.7453724698025315,6,0,6,1,0
2025-02-15,2425,St Pauli,Freiburg,A,5,5,6,-1,12,5,2,3,-7,-4,-2.0,2.0,-4.0,1.6,1.6,0.6,1.2,0.6,2.4,0.40000000000000013,6,7,-1,42,-12,14,66,-16,6,-8,-24,2,0,0,2,1.1986062717770034,1.32561529033754,-2,0,-2,0,-1
2025-02-15,2425,Bochum,Dortmund,H,2,4,9,-5,7,8,8,0,-5,-5,0.67,-0.67,1.34,1.0,1.4,1.6,1.2,1.2,2.0,-0.19999999999999996,6,7,-1,26,-50,18,58,2,11,-7,-32,0,2,3,2,1.1763791763791762,2.1212364815654587,0,0,0,-2,-1
2025-02-15,2425,St Pauli,Freiburg,A,5,5,6,-1,12,5,2,3,-7,-4,-2.0,2.0,-4.0,1.6,1.6,0.6,1.2,0.6,2.4,0.40000000000000013,6,7,-1,42,-12,14,66,-16,6,-8,-24,2,0,0,2,1.1986062717770034,1.32561529033754,-2,0,-2,0,-1
2025-02-15,2425,Leverkusen,Bayern Munich,D,9,8,4,4,15,16,7,9,-6,-5,0.0,0.0,0.0,3.0,2.6,0.8,2.4,1.4,0.8,0.6000000000000001,7,8,-1,92,44,2,108,92,1,-1,-16,2,3,0,2,2.0681040524384713,2.9662434211430373,0,14,-14,5,3
2025-02-15,2425,Union Berlin,M'gladbach,A,8,8,3,5,11,9,4,5,-3,0,2.0,-1.33,3.33,1.6,0.8,0.8,1.2,1.4,2.6,0.40000000000000013,7,7,0,46,-18,13,62,4,8,-5,-16,2,1,2,2,1.3210006259501028,1.665148204641959,2,0,2,0,-1
2025-02-15,2425,Stuttgart,Wolfsburg,A,6,6,8,-2,5,4,4,0,1,-2,2.0,0.0,2.0,1.8,2.4,1.0,1.0,1.4,1.6,0.8,7,7,0,70,16,5,60,16,9,4,10,2,2,1,2,1.642050426324251,1.7453724698025315,6,0,6,1,0
2025-02-16,2425,Heidenheim,Mainz,A,0,3,8,-5,5,2,2,0,-5,-5,0.0,-1.33,1.33,0.6,0.8,1.6,0.0,0.4,1.4,0.6,8,8,0,28,-36,17,64,18,9,-8,-36,3,1,0,2,1.2589473684210526,1.4420923169944069,-8,0,-8,-3,-5
2025-02-16,2425,Ein Frankfurt,Holstein Kiel,H,5,6,6,0,3,12,14,-2,2,2,0.0,0.0,0.0,2.2,2.0,0.6,0.4,2.4,3.0,1.8000000000000003,8,7,1,78,36,3,26,-42,18,15,52,2,0,0,2,1.7606807656896295,1.6167247386759582,0,0,0,0,-2
2025-02-16,2425,Werder Bremen,Hoffenheim,A,7,4,8,-4,1,4,16,-12,6,8,-0.67,-0.67,0.0,1.4,1.0,1.4,1.2,1.6,2.6,0.19999999999999996,9,8,1,60,-10,10,36,-36,15,5,24,2,0,3,2,1.399806220808904,1.6704250319495402,0,-4,4,0,-1
2025-02-16,2425,Ein Frankfurt,Holstein Kiel,H,5,6,6,0,3,12,14,-2,2,2,0.0,0.0,0.0,2.2,2.0,0.6,0.4,2.4,3.0,1.8000000000000003,8,7,1,78,36,3,26,-42,18,15,52,2,0,0,2,1.7606807656896295,1.6167247386759582,0,0,0,0,-2
2025-02-16,2425,Heidenheim,Mainz,A,0,3,8,-5,5,2,2,0,-5,-5,0.0,-1.33,1.33,0.6,0.8,1.6,0.0,0.4,1.4,0.6,8,8,0,28,-36,17,64,18,9,-8,-36,3,1,0,2,1.2589473684210526,1.4420923169944069,-8,0,-8,-3,-5
2025-02-16,2425,Werder Bremen,Hoffenheim,A,7,4,8,-4,1,4,16,-12,6,8,-0.67,-0.67,0.0,1.4,1.0,1.4,1.2,1.6,2.6,0.19999999999999996,9,8,1,60,-10,10,36,-36,15,5,24,2,0,3,2,1.399806220808904,1.6704250319495402,0,-4,4,0,-1
2025-02-21,2425,Freiburg,Werder Bremen,H,15,5,0,5,3,3,12,-9,12,14,0.0,-2.0,2.0,1.8,1.4,1.2,0.4,1.2,2.8,1.4,6,5,1,72,-14,5,60,-14,10,5,12,4,0,1,2,1.3186737617683177,1.3928857961522718,2,-2,4,1,-2
2025-02-21,2425,Freiburg,Werder Bremen,H,15,5,0,5,3,3,12,-9,12,14,0.0,-2.0,2.0,1.8,1.4,1.2,0.4,1.2,2.8,1.4,6,5,1,72,-14,5,60,-14,10,5,12,4,0,1,2,1.3186737617683177,1.3928857961522718,2,-2,4,1,-2
2025-02-22,2425,Wolfsburg,Bochum,D,9,5,3,2,8,8,5,3,1,-1,1.33,2.0,-0.6699999999999999,1.4,1.8,1.0,0.4,0.8,2.4,0.9999999999999999,7,7,0,66,18,9,32,-46,16,7,34,4,0,1,2,1.7373735313315928,1.1709022201228154,2,2,0,0,0
2025-02-22,2425,M'gladbach,Augsburg,A,11,8,5,3,5,1,1,0,6,3,0.0,0.0,0.0,1.6,1.6,0.6,1.4,0.8,0.4,0.20000000000000018,7,8,-1,68,6,8,56,-22,12,4,12,1,1,3,2,1.6571407201914712,1.1720789817232375,2,0,2,0,0
2025-02-22,2425,Holstein Kiel,Leverkusen,A,2,9,14,-5,7,3,1,2,-5,-7,0.0,-1.33,1.33,1.0,2.0,2.4,1.4,1.4,1.2,-0.3999999999999999,6,7,-1,26,-46,18,94,44,2,-16,-68,0,2,0,2,1.5560253699788587,2.076588337684943,-2,0,-2,0,0
2025-02-22,2425,Mainz,St Pauli,H,8,4,1,3,1,1,7,-6,7,9,2.0,-0.67,2.67,2.2,1.2,0.0,1.2,0.8,1.0,1.0000000000000002,6,7,-1,70,22,6,42,-14,14,8,28,2,0,0,2,1.4368404590948651,1.1754756871035943,2,-4,6,0,-1
2025-02-22,2425,Wolfsburg,Bochum,D,9,5,3,2,8,8,5,3,1,-1,1.33,2.0,-0.6699999999999999,1.4,1.8,1.0,0.4,0.8,2.4,0.9999999999999999,7,7,0,66,18,9,32,-46,16,7,34,4,0,1,2,1.7373735313315928,1.1709022201228154,2,2,0,0,0
2025-02-22,2425,Dortmund,Union Berlin,H,3,4,9,-5,7,10,4,6,-4,-11,-2.0,-0.67,-1.33,0.4,1.6,2.2,1.2,1.6,1.6,-0.7999999999999999,7,7,0,58,-2,11,46,-20,13,2,12,3,0,2,2,2.1338052110530894,1.3091351849414246,-2,0,-2,-2,-1
2025-02-22,2425,Mainz,St Pauli,H,8,4,1,3,1,1,7,-6,7,9,2.0,-0.67,2.67,2.2,1.2,0.0,1.2,0.8,1.0,1.0000000000000002,6,7,-1,70,22,6,42,-14,14,8,28,2,0,0,2,1.4368404590948651,1.1754756871035943,2,-4,6,0,-1
2025-02-22,2425,Holstein Kiel,Leverkusen,A,2,9,14,-5,7,3,1,2,-5,-7,0.0,-1.33,1.33,1.0,2.0,2.4,1.4,1.4,1.2,-0.3999999999999999,6,7,-1,26,-46,18,94,44,2,-16,-68,0,2,0,2,1.5560253699788587,2.076588337684943,-2,0,-2,0,0
2025-02-22,2425,Dortmund,Union Berlin,H,3,4,9,-5,7,10,4,6,-4,-11,-2.0,-0.67,-1.33,0.4,1.6,2.2,1.2,1.6,1.6,-0.7999999999999999,7,7,0,58,-2,11,46,-20,13,2,12,3,0,2,2,2.1338052110530894,1.3091351849414246,-2,0,-2,-2,-1
2025-02-22,2425,M'gladbach,Augsburg,A,11,8,5,3,5,1,1,0,6,3,0.0,0.0,0.0,1.6,1.6,0.6,1.4,0.8,0.4,0.20000000000000018,7,8,-1,68,6,8,56,-22,12,4,12,1,1,3,2,1.6571407201914712,1.1720789817232375,2,0,2,0,0
2025-02-23,2425,Bayern Munich,Ein Frankfurt,H,11,10,3,7,9,9,5,4,2,3,-1.33,1.33,-2.66,3.0,3.4,1.6,1.4,1.4,1.2,1.6,8,7,1,110,92,1,84,40,3,2,26,1,3,1,2,2.9893317558746735,1.7619057332463015,0,2,-2,5,0
2025-02-23,2425,Hoffenheim,Stuttgart,D,6,7,13,-6,6,7,8,-1,0,-5,2.0,0.0,2.0,0.4,0.8,2.6,1.8,1.0,1.2,-1.4,7,8,-1,42,-32,15,70,14,7,-8,-28,1,3,1,2,1.6716642188859878,1.632951577255375,-2,4,-6,-2,1
2025-02-23,2425,RB Leipzig,Heidenheim,D,9,4,0,4,0,1,8,-7,9,11,0.0,0.0,0.0,2.2,2.4,1.2,0.2,1.0,1.8,2.0,9,7,2,74,14,6,28,-40,17,11,46,4,0,0,2,2.161060880048222,1.2700632700632704,0,-10,10,2,-4
2025-02-23,2425,RB Leipzig,Heidenheim,D,9,4,0,4,0,1,8,-7,9,11,0.0,0.0,0.0,2.2,2.4,1.2,0.2,1.0,1.8,2.0,9,7,2,74,14,6,28,-40,17,11,46,4,0,0,2,2.161060880048222,1.2700632700632704,0,-10,10,2,-4
2025-02-23,2425,Bayern Munich,Ein Frankfurt,H,11,10,3,7,9,9,5,4,2,3,-1.33,1.33,-2.66,3.0,3.4,1.6,1.4,1.4,1.2,1.6,8,7,1,110,92,1,84,40,3,2,26,1,3,1,2,2.9893317558746735,1.7619057332463015,0,2,-2,5,0
2025-02-23,2425,Hoffenheim,Stuttgart,D,6,7,13,-6,6,7,8,-1,0,-5,2.0,0.0,2.0,0.4,0.8,2.6,1.8,1.0,1.2,-1.4,7,8,-1,42,-32,15,70,14,7,-8,-28,1,3,1,2,1.6716642188859878,1.632951577255375,-2,4,-6,-2,1
2025-02-28,2425,Stuttgart,Bayern Munich,A,5,6,7,-1,11,11,0,11,-6,-12,-1.33,0.0,-1.33,0.6,1.6,1.6,2.2,1.0,0.4,-1.6,5,5,0,72,14,7,116,100,1,-6,-44,1,0,4,2,1.6239509553002798,2.982390148711392,0,2,-2,-3,0
2025-02-28,2425,Stuttgart,Bayern Munich,A,5,6,7,-1,11,11,0,11,-6,-12,-1.33,0.0,-1.33,0.6,1.6,1.6,2.2,1.0,0.4,-1.6,5,5,0,72,14,7,116,100,1,-6,-44,1,0,4,2,1.6239509553002798,2.982390148711392,0,2,-2,-3,0
2025-03-01,2425,Bochum,Hoffenheim,A,9,8,4,4,8,8,8,0,1,4,0.0,0.67,-0.67,1.4,1.4,1.0,1.8,2.2,1.8,-0.40000000000000013,7,6,1,34,-46,16,44,-32,14,-2,-10,2,0,3,2,1.1551755837470123,1.664982168090976,0,0,0,0,1
2025-03-01,2425,Heidenheim,M'gladbach,A,2,4,9,-5,7,5,9,-4,-5,-1,0.67,-0.67,1.34,0.0,0.4,2.0,2.4,1.8,1.4,-2.4,6,7,-1,30,-40,17,68,0,9,-8,-38,0,1,3,2,1.2506329113924053,1.66239822353812,0,0,0,-5,3
2025-03-01,2425,RB Leipzig,Mainz,A,7,6,4,2,13,8,0,8,-6,-6,-1.33,1.33,-2.66,1.8,2.0,1.2,1.2,1.0,0.8,0.6000000000000001,6,7,-1,76,14,6,76,26,5,-1,0,2,1,2,2,2.1474515405829018,1.4316196756611264,0,4,-4,0,-1
2025-03-01,2425,St Pauli,Dortmund,A,0,0,8,-8,6,13,6,7,-6,-15,0.0,2.0,-2.0,1.0,1.0,0.8,1.2,0.8,1.6,-0.19999999999999996,7,7,0,42,-18,15,64,10,10,-5,-22,0,0,2,2,1.1516908212560388,2.200423928403203,-6,0,-6,-2,-1
2025-03-01,2425,Werder Bremen,Wolfsburg,A,0,2,19,-17,9,6,4,2,-9,-19,0.0,0.0,0.0,1.2,0.8,1.6,1.6,1.6,1.4,-0.40000000000000013,8,7,1,60,-24,12,68,18,8,-4,-8,3,1,1,2,1.3966508029008031,1.7298499428033105,-4,0,-4,-1,2
2025-03-01,2425,St Pauli,Dortmund,A,0,0,8,-8,6,13,6,7,-6,-15,0.0,2.0,-2.0,1.0,1.0,0.8,1.2,0.8,1.6,-0.19999999999999996,7,7,0,42,-18,15,64,10,10,-5,-22,0,0,2,2,1.1516908212560388,2.200423928403203,-6,0,-6,-2,-1
2025-03-01,2425,Ein Frankfurt,Leverkusen,A,7,7,11,-4,9,4,0,4,-2,-8,-0.67,1.33,-2.0,2.2,2.0,0.8,1.8,1.2,0.4,0.40000000000000013,6,7,-1,84,32,3,100,48,2,-1,-16,0,0,5,2,1.7658367539196558,2.065836753919656,0,2,-2,2,2
2025-03-01,2425,Bochum,Hoffenheim,A,9,8,4,4,8,8,8,0,1,4,0.0,0.67,-0.67,1.4,1.4,1.0,1.8,2.2,1.8,-0.40000000000000013,7,6,1,34,-46,16,44,-32,14,-2,-10,2,0,3,2,1.1551755837470123,1.664982168090976,0,0,0,0,1
2025-03-01,2425,Heidenheim,M'gladbach,A,2,4,9,-5,7,5,9,-4,-5,-1,0.67,-0.67,1.34,0.0,0.4,2.0,2.4,1.8,1.4,-2.4,6,7,-1,30,-40,17,68,0,9,-8,-38,0,1,3,2,1.2506329113924053,1.66239822353812,0,0,0,-5,3
2025-03-01,2425,Ein Frankfurt,Leverkusen,A,7,7,11,-4,9,4,0,4,-2,-8,-0.67,1.33,-2.0,2.2,2.0,0.8,1.8,1.2,0.4,0.40000000000000013,6,7,-1,84,32,3,100,48,2,-1,-16,0,0,5,2,1.7658367539196558,2.065836753919656,0,2,-2,2,2
2025-03-01,2425,Werder Bremen,Wolfsburg,A,0,2,19,-17,9,6,4,2,-9,-19,0.0,0.0,0.0,1.2,0.8,1.6,1.6,1.6,1.4,-0.40000000000000013,8,7,1,60,-24,12,68,18,8,-4,-8,3,1,1,2,1.3966508029008031,1.7298499428033105,-4,0,-4,-1,2
2025-03-01,2425,RB Leipzig,Mainz,A,7,6,4,2,13,8,0,8,-6,-6,-1.33,1.33,-2.66,1.8,2.0,1.2,1.2,1.0,0.8,0.6000000000000001,6,7,-1,76,14,6,76,26,5,-1,0,2,1,2,2,2.1474515405829018,1.4316196756611264,0,4,-4,0,-1
2025-03-02,2425,Union Berlin,Holstein Kiel,A,3,6,16,-10,1,4,12,-8,2,-2,-2.0,-0.67,-1.33,1.0,0.8,1.0,0.2,2.0,3.2,0.8,8,8,0,46,-32,14,26,-50,18,4,20,2,0,0,2,1.3110895779500429,1.5884057971014494,-2,-4,2,-2,-4
2025-03-02,2425,Augsburg,Freiburg,D,9,6,0,6,15,13,0,13,-6,-7,1.33,0.0,1.33,1.6,0.8,0.6,2.4,0.8,0.8,-0.7999999999999998,8,9,-1,62,-16,11,78,-4,5,-6,-16,1,0,4,2,1.1821008007536506,1.3871730121730121,2,4,-2,0,3
2025-03-02,2425,Union Berlin,Holstein Kiel,A,3,6,16,-10,1,4,12,-8,2,-2,-2.0,-0.67,-1.33,1.0,0.8,1.0,0.2,2.0,3.2,0.8,8,8,0,46,-32,14,26,-50,18,4,20,2,0,0,2,1.3110895779500429,1.5884057971014494,-2,-4,2,-2,-4
2025-03-02,2425,Augsburg,Freiburg,D,9,6,0,6,15,13,0,13,-6,-7,1.33,0.0,1.33,1.6,0.8,0.6,2.4,0.8,0.8,-0.7999999999999998,8,9,-1,62,-16,11,78,-4,5,-6,-16,1,0,4,2,1.1821008007536506,1.3871730121730121,2,4,-2,0,3
2025-03-07,2425,M'gladbach,Mainz,A,9,8,7,1,15,10,2,8,-6,-7,0.0,0.0,0.0,1.0,1.0,1.6,2.4,1.6,0.6,-1.4,6,6,0,74,6,8,82,28,4,-4,-8,0,4,1,2,1.663463331468606,1.4264298462931884,2,6,-4,-2,3
2025-03-07,2425,M'gladbach,Mainz,A,9,8,7,1,15,10,2,8,-6,-7,0.0,0.0,0.0,1.0,1.0,1.6,2.4,1.6,0.6,-1.4,6,6,0,74,6,8,82,28,4,-4,-8,0,4,1,2,1.663463331468606,1.4264298462931884,2,6,-4,-2,3
2025-03-08,2425,Leverkusen,Werder Bremen,A,13,12,2,10,0,3,17,-14,13,24,1.33,0.0,1.33,2.2,1.8,0.6,0.2,0.4,3.6,2.0,7,7,0,106,54,2,60,-26,12,10,46,3,2,0,2,2.077466101920669,1.3897744914453993,4,-6,10,0,-4
2025-03-08,2425,Holstein Kiel,Stuttgart,D,6,3,7,-4,2,5,10,-5,4,1,2.0,0.0,2.0,0.4,1.0,2.2,1.6,1.2,1.2,-1.2000000000000002,6,8,-2,32,-48,17,72,10,9,-8,-40,0,0,2,2,1.5301418439716312,1.6150470219435737,-2,-2,0,-2,0
2025-03-08,2425,Dortmund,Augsburg,A,12,16,2,14,9,6,0,6,3,8,2.0,0.0,2.0,1.4,3.2,1.2,1.8,1.4,0.2,-0.40000000000000013,7,6,1,70,14,10,64,-16,11,1,6,2,1,2,2,2.1891566104584563,1.1839420336183701,2,0,2,0,2
